"No.","Time","Source","Destination","Protocol","Length","Port","Lenght TCP","Info"
"4705","27.896485","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=4404953 Ack=211935 Win=16088 Len=1448 TSval=1784754233 TSecr=1653221378"
"4706","27.896496","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=4406401 Ack=211935 Win=16088 Len=1448 TSval=1784754233 TSecr=1653221378"
"4707","27.896509","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=4407849 Ack=211935 Win=16088 Len=1448 TSval=1784754233 TSecr=1653221378"
"4708","27.896517","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=4409297 Ack=211935 Win=16088 Len=1448 TSval=1784754233 TSecr=1653221378"
"4709","27.896550","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=211935 Ack=4407849 Win=28992 Len=0 TSval=1653221398 TSecr=1784754233"
"4710","27.896550","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=4410745 Ack=211935 Win=16088 Len=1448 TSval=1784754233 TSecr=1653221378"
"4711","27.897317","192.168.0.3","10.0.0.101","RSL","1116","35644,5000","1050","PAGING CoMmanD "
"4712","27.906686","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=4412193 Ack=211935 Win=16088 Len=1448 TSval=1784754233 TSecr=1653221378"
"4713","27.906710","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=4413641 Ack=211935 Win=16088 Len=1448 TSval=1784754233 TSecr=1653221378"
"4714","27.906718","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=4415089 Ack=211935 Win=16088 Len=1448 TSval=1784754233 TSecr=1653221378"
"4715","27.906725","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=4416537 Ack=211935 Win=16088 Len=1448 TSval=1784754233 TSecr=1653221378"
"4716","27.906736","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=4417985 Ack=211935 Win=16088 Len=1448 TSval=1784754233 TSecr=1653221378"
"4717","27.906744","10.0.0.101","192.168.0.3","IPA","1514","5000,35644","1448","OSMO EXT unknown 0xfa "
"4718","27.906758","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=4420881 Ack=211935 Win=16088 Len=1448 TSval=1784754233 TSecr=1653221378"
"4719","27.906767","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","1448","ERROR INDication "
"4720","27.906810","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=212985 Ack=4417985 Win=28968 Len=0 TSval=1653221408 TSecr=1784754233"
"4721","27.906876","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=4423777 Ack=211935 Win=16088 Len=1448 TSval=1784754233 TSecr=1653221378"
"4722","27.906901","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=4425225 Ack=211935 Win=16088 Len=1448 TSval=1784754233 TSecr=1653221378"
"4723","27.906909","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=4426673 Ack=211935 Win=16088 Len=1448 TSval=1784754233 TSecr=1653221378"
"4724","27.906919","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=4428121 Ack=211935 Win=16088 Len=1448 TSval=1784754233 TSecr=1653221378"
"4725","27.906936","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=4429569 Ack=211935 Win=16088 Len=1448 TSval=1784754233 TSecr=1653221378"
"4726","27.906945","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=4431017 Ack=211935 Win=16088 Len=1448 TSval=1784754233 TSecr=1653221378"
"4727","27.906880","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=212985 Ack=4423777 Win=28920 Len=0 TSval=1653221409 TSecr=1784754233"
"4728","27.906988","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=4432465 Ack=211935 Win=16088 Len=1448 TSval=1784754233 TSecr=1653221378"
"4729","27.907002","10.0.0.101","192.168.0.3","RSL","1442","5000,35644","1376","MODE MODIFY REQuest "
"4730","27.907030","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=212985 Ack=4428121 Win=28884 Len=0 TSval=1653221409 TSecr=1784754233"
"4731","27.907079","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=212985 Ack=4435289 Win=28820 Len=0 TSval=1653221409 TSecr=1784754233"
"4732","27.917064","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","1448","ip.access HANDOover CANDidate ENQuiry "
"4733","27.917087","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=4436737 Ack=211935 Win=16088 Len=1448 TSval=1784754244 TSecr=1653221388"
