"No.","Time","Source","Destination","Protocol","Length","Port","Lenght TCP","Info"
"35","6.329252","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=21323 Ack=1073 Win=16088 Len=1448 TSval=1786326653 TSecr=1654794046"
"36","6.329265","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=22771 Ack=1073 Win=16088 Len=1448 TSval=1786326653 TSecr=1654794046"
"37","6.329293","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=24219 Ack=1073 Win=16088 Len=1448 TSval=1786326653 TSecr=1654794046"
"38","6.329332","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=1073 Ack=22771 Win=28992 Len=0 TSval=1654794067 TSecr=1786326653"
"39","6.329346","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=1073 Ack=24219 Win=28980 Len=0 TSval=1654794067 TSecr=1786326653"
"40","6.329335","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=25667 Ack=1073 Win=16088 Len=1448 TSval=1786326653 TSecr=1654794047"
"41","6.329368","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=1073 Ack=25667 Win=28968 Len=0 TSval=1654794067 TSecr=1786326653"
"42","6.329394","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=27115 Ack=1073 Win=16088 Len=1448 TSval=1786326653 TSecr=1654794047"
"43","6.329417","10.0.0.101","192.168.0.3","TCP","1000","5000,35644","934","5000  >  35644 [PSH, ACK] Seq=28563 Ack=1073 Win=16088 Len=934 TSval=1786326653 TSecr=1654794047"
"44","6.329418","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=1073 Ack=27115 Win=28956 Len=0 TSval=1654794067 TSecr=1786326653"
"45","6.329483","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=1073 Ack=29497 Win=28932 Len=0 TSval=1654794067 TSecr=1786326653"
"46","6.330445","192.168.0.3","10.0.0.101","RSL","602","35644,5000","536","CHANnel ReQuireD "
"47","6.389777","10.0.0.101","192.168.0.3","TCP","66","5000,35644","0","5000  >  35644 [ACK] Seq=29497 Ack=1609 Win=16088 Len=0 TSval=1786326714 TSecr=1654794068"
"48","6.389857","192.168.0.3","10.0.0.101","RSL","1116","35644,5000","1050","PAGING CoMmanD "
"49","6.419988","10.0.0.101","192.168.0.3","RSL","602","5000,35644","536","CHANnel ReQuireD "
"50","6.420102","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=2659 Ack=30033 Win=29022 Len=0 TSval=1654794158 TSecr=1786326751"
"51","6.422150","192.168.0.3","10.0.0.101","RSL","602","35644,5000","536","CHANnel ReQuireD "
"52","6.440132","10.0.0.101","192.168.0.3","TCP","66","5000,35644","0","5000  >  35644 [ACK] Seq=30033 Ack=3195 Win=16088 Len=0 TSval=1786326764 TSecr=1654794160"
"53","6.450209","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","1448","NOTification CoMmanD "
"54","6.450230","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=31481 Ack=3195 Win=16088 Len=1448 TSval=1786326781 TSecr=1654794160"
"55","6.450255","10.0.0.101","192.168.0.3","TCP","790","5000,35644","724","5000  >  35644 [PSH, ACK] Seq=32929 Ack=3195 Win=16088 Len=724 TSval=1786326781 TSecr=1654794160"
"56","6.450333","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=3195 Ack=33653 Win=28976 Len=0 TSval=1654794188 TSecr=1786326781"
"57","6.470413","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","1448","ip.access HANDOover CANDidate ENQuiry "
"58","6.470432","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=35101 Ack=3195 Win=16088 Len=1448 TSval=1786326795 TSecr=1654794188"
"59","6.470453","10.0.0.101","192.168.0.3","RSL","1240","5000,35644","1174","unknown 124 "
"60","6.470491","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","1448","unknown 95 "
"61","6.470501","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=39171 Ack=3195 Win=16088 Len=1448 TSval=1786326795 TSecr=1654794188"
"62","6.470514","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=3195 Ack=36549 Win=28992 Len=0 TSval=1654794208 TSecr=1786326795"
"63","6.470583","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=3195 Ack=40619 Win=28956 Len=0 TSval=1654794208 TSecr=1786326795"
"64","6.480604","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","1448","unknown 88 "
"65","6.480620","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=42067 Ack=3195 Win=16088 Len=1448 TSval=1786326805 TSecr=1654794188"
